timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732601244616,3933,CreateTransaction,200,OK,Thread Group 1-1,text,true,,619,393,6,6,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,3926,0,630
1732601245212,3453,CreateTransaction,200,OK,Thread Group 1-2,text,true,,619,393,6,6,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,3453,0,225
1732601245959,3119,CreateTransaction,200,OK,Thread Group 1-3,text,true,,619,393,7,7,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,3119,0,150
1732601248553,579,CreateTask,200,OK,Thread Group 1-1,text,true,,616,323,7,7,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/task/create-task,579,0,0
1732601248666,578,CreateTask,200,OK,Thread Group 1-2,text,true,,616,323,7,7,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/task/create-task,578,0,0
1732601248959,461,CreateTransaction,200,OK,Thread Group 1-7,text,true,,619,393,7,7,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,461,0,142
1732601249079,562,CreateTask,200,OK,Thread Group 1-3,text,true,,616,323,7,7,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/task/create-task,562,0,0
1732601249246,437,SendAnnouncement,200,OK,Thread Group 1-2,text,true,,621,328,7,7,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/notification/send-announcement,437,0,0
1732601249422,352,CreateTask,200,OK,Thread Group 1-7,text,true,,616,323,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/task/create-task,351,0,0
1732601249642,362,SendAnnouncement,200,OK,Thread Group 1-3,text,true,,621,328,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/notification/send-announcement,362,0,0
1732601246710,3298,CreateTransaction,200,OK,Thread Group 1-4,text,true,,619,393,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,3298,0,159
1732601249685,345,GetSummary,200,OK,Thread Group 1-2,text,true,,742,229,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/get-summary?id=dan@gmail.com,345,0,0
1732601249774,401,SendAnnouncement,200,OK,Thread Group 1-7,text,true,,621,328,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/notification/send-announcement,401,0,0
1732601249709,495,CreateTransaction,200,OK,Thread Group 1-8,text,true,,619,393,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,495,0,117
1732601250015,396,GetSummary,200,OK,Thread Group 1-3,text,true,,744,229,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/get-summary?id=dan@gmail.com,395,0,0
1732601250177,275,GetSummary,200,OK,Thread Group 1-7,text,true,,744,229,8,8,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/get-summary?id=dan@gmail.com,275,0,0
1732601250206,266,CreateTask,200,OK,Thread Group 1-8,text,true,,616,323,9,9,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/task/create-task,266,0,0
1732601247459,3187,CreateTransaction,200,OK,Thread Group 1-5,text,true,,619,393,9,9,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,3187,0,201
1732601250473,290,SendAnnouncement,200,OK,Thread Group 1-8,text,true,,621,328,9,9,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/notification/send-announcement,289,0,0
1732601250764,219,GetSummary,200,OK,Thread Group 1-8,text,true,,742,229,9,9,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/get-summary?id=dan@gmail.com,219,0,0
1732601250460,591,CreateTransaction,200,OK,Thread Group 1-9,text,true,,619,393,9,9,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,591,0,143
1732601251052,347,CreateTask,200,OK,Thread Group 1-9,text,true,,616,323,10,10,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/task/create-task,347,0,0
1732601248211,3320,CreateTransaction,200,OK,Thread Group 1-6,text,true,,619,393,10,10,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,3320,0,127
1732601251209,375,CreateTransaction,200,OK,Thread Group 1-10,text,true,,619,393,10,10,https://7hm4udd9s2.execute-api.ca-central-1.amazonaws.com/dev/transaction/create-expense,375,0,135
